,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
8280,13.35,12.97,14.0,13.88,15.16,16.34,29.15,22.03,19.98,21.8,19.73,19.16
8281,12.97,14.0,13.88,15.16,16.34,29.15,22.03,19.98,21.8,19.73,19.16,18.47
8282,14.0,13.88,15.16,16.34,29.15,22.03,19.98,21.8,19.73,19.16,18.47,19.26
8283,13.88,15.16,16.34,29.15,22.03,19.98,21.8,19.73,19.16,18.47,19.26,19.13
8284,15.16,16.34,29.15,22.03,19.98,21.8,19.73,19.16,18.47,19.26,19.13,18.19
8285,16.34,29.15,22.03,19.98,21.8,19.73,19.16,18.47,19.26,19.13,18.19,21.77
8286,29.15,22.03,19.98,21.8,19.73,19.16,18.47,19.26,19.13,18.19,21.77,35.7
8287,22.03,19.98,21.8,19.73,19.16,18.47,19.26,19.13,18.19,21.77,35.7,31.24
8288,19.98,21.8,19.73,19.16,18.47,19.26,19.13,18.19,21.77,35.7,31.24,23.67
8289,21.8,19.73,19.16,18.47,19.26,19.13,18.19,21.77,35.7,31.24,23.67,21.0
8290,19.73,19.16,18.47,19.26,19.13,18.19,21.77,35.7,31.24,23.67,21.0,18.42
8291,19.16,18.47,19.26,19.13,18.19,21.77,35.7,31.24,23.67,21.0,18.42,17.96
8292,18.47,19.26,19.13,18.19,21.77,35.7,31.24,23.67,21.0,18.42,17.96,16.42
8293,19.26,19.13,18.19,21.77,35.7,31.24,23.67,21.0,18.42,17.96,16.42,16.5
8294,19.13,18.19,21.77,35.7,31.24,23.67,21.0,18.42,17.96,16.42,16.5,14.47
8295,18.19,21.77,35.7,31.24,23.67,21.0,18.42,17.96,16.42,16.5,14.47,14.9
8296,21.77,35.7,31.24,23.67,21.0,18.42,17.96,16.42,16.5,14.47,14.9,14.55
8297,35.7,31.24,23.67,21.0,18.42,17.96,16.42,16.5,14.47,14.9,14.55,14.28
8298,31.24,23.67,21.0,18.42,17.96,16.42,16.5,14.47,14.9,14.55,14.28,17.99
8299,23.67,21.0,18.42,17.96,16.42,16.5,14.47,14.9,14.55,14.28,17.99,26.09
8300,21.0,18.42,17.96,16.42,16.5,14.47,14.9,14.55,14.28,17.99,26.09,22.0
8301,18.42,17.96,16.42,16.5,14.47,14.9,14.55,14.28,17.99,26.09,22.0,17.9
8302,17.96,16.42,16.5,14.47,14.9,14.55,14.28,17.99,26.09,22.0,17.9,18.2
8303,16.42,16.5,14.47,14.9,14.55,14.28,17.99,26.09,22.0,17.9,18.2,17.1
8304,16.5,14.47,14.9,14.55,14.28,17.99,26.09,22.0,17.9,18.2,17.1,15.93
8305,14.47,14.9,14.55,14.28,17.99,26.09,22.0,17.9,18.2,17.1,15.93,16.05
8306,14.9,14.55,14.28,17.99,26.09,22.0,17.9,18.2,17.1,15.93,16.05,15.89
8307,14.55,14.28,17.99,26.09,22.0,17.9,18.2,17.1,15.93,16.05,15.89,15.6
8308,14.28,17.99,26.09,22.0,17.9,18.2,17.1,15.93,16.05,15.89,15.6,16.69
8309,17.99,26.09,22.0,17.9,18.2,17.1,15.93,16.05,15.89,15.6,16.69,17.66
8310,26.09,22.0,17.9,18.2,17.1,15.93,16.05,15.89,15.6,16.69,17.66,31.45
8311,22.0,17.9,18.2,17.1,15.93,16.05,15.89,15.6,16.69,17.66,31.45,32.45
8312,17.9,18.2,17.1,15.93,16.05,15.89,15.6,16.69,17.66,31.45,32.45,26.94
8313,18.2,17.1,15.93,16.05,15.89,15.6,16.69,17.66,31.45,32.45,26.94,19.56
8314,17.1,15.93,16.05,15.89,15.6,16.69,17.66,31.45,32.45,26.94,19.56,18.52
8315,15.93,16.05,15.89,15.6,16.69,17.66,31.45,32.45,26.94,19.56,18.52,18.94
8316,16.05,15.89,15.6,16.69,17.66,31.45,32.45,26.94,19.56,18.52,18.94,17.99
8317,15.89,15.6,16.69,17.66,31.45,32.45,26.94,19.56,18.52,18.94,17.99,15.55
8318,15.6,16.69,17.66,31.45,32.45,26.94,19.56,18.52,18.94,17.99,15.55,14.21
8319,16.69,17.66,31.45,32.45,26.94,19.56,18.52,18.94,17.99,15.55,14.21,14.88
8320,17.66,31.45,32.45,26.94,19.56,18.52,18.94,17.99,15.55,14.21,14.88,14.55
8321,31.45,32.45,26.94,19.56,18.52,18.94,17.99,15.55,14.21,14.88,14.55,15.56
8322,32.45,26.94,19.56,18.52,18.94,17.99,15.55,14.21,14.88,14.55,15.56,17.06
8323,26.94,19.56,18.52,18.94,17.99,15.55,14.21,14.88,14.55,15.56,17.06,19.23
8324,19.56,18.52,18.94,17.99,15.55,14.21,14.88,14.55,15.56,17.06,19.23,24.32
8325,18.52,18.94,17.99,15.55,14.21,14.88,14.55,15.56,17.06,19.23,24.32,27.95
8326,18.94,17.99,15.55,14.21,14.88,14.55,15.56,17.06,19.23,24.32,27.95,23.88
8327,17.99,15.55,14.21,14.88,14.55,15.56,17.06,19.23,24.32,27.95,23.88,20.97
8328,15.55,14.21,14.88,14.55,15.56,17.06,19.23,24.32,27.95,23.88,20.97,19.69
8329,14.21,14.88,14.55,15.56,17.06,19.23,24.32,27.95,23.88,20.97,19.69,17.34
8330,14.88,14.55,15.56,17.06,19.23,24.32,27.95,23.88,20.97,19.69,17.34,16.49
8331,14.55,15.56,17.06,19.23,24.32,27.95,23.88,20.97,19.69,17.34,16.49,16.08
8332,15.56,17.06,19.23,24.32,27.95,23.88,20.97,19.69,17.34,16.49,16.08,14.97
8333,17.06,19.23,24.32,27.95,23.88,20.97,19.69,17.34,16.49,16.08,14.97,15.53
8334,19.23,24.32,27.95,23.88,20.97,19.69,17.34,16.49,16.08,14.97,15.53,20.0
8335,24.32,27.95,23.88,20.97,19.69,17.34,16.49,16.08,14.97,15.53,20.0,19.27
8336,27.95,23.88,20.97,19.69,17.34,16.49,16.08,14.97,15.53,20.0,19.27,16.63
8337,23.88,20.97,19.69,17.34,16.49,16.08,14.97,15.53,20.0,19.27,16.63,16.11
8338,20.97,19.69,17.34,16.49,16.08,14.97,15.53,20.0,19.27,16.63,16.11,15.58
8339,19.69,17.34,16.49,16.08,14.97,15.53,20.0,19.27,16.63,16.11,15.58,15.84
8340,17.34,16.49,16.08,14.97,15.53,20.0,19.27,16.63,16.11,15.58,15.84,13.86
8341,16.49,16.08,14.97,15.53,20.0,19.27,16.63,16.11,15.58,15.84,13.86,14.0
8342,16.08,14.97,15.53,20.0,19.27,16.63,16.11,15.58,15.84,13.86,14.0,11.31
8343,14.97,15.53,20.0,19.27,16.63,16.11,15.58,15.84,13.86,14.0,11.31,10.3
8344,15.53,20.0,19.27,16.63,16.11,15.58,15.84,13.86,14.0,11.31,10.3,9.98
8345,20.0,19.27,16.63,16.11,15.58,15.84,13.86,14.0,11.31,10.3,9.98,11.05
8346,19.27,16.63,16.11,15.58,15.84,13.86,14.0,11.31,10.3,9.98,11.05,13.38
8347,16.63,16.11,15.58,15.84,13.86,14.0,11.31,10.3,9.98,11.05,13.38,15.81
8348,16.11,15.58,15.84,13.86,14.0,11.31,10.3,9.98,11.05,13.38,15.81,17.26
8349,15.58,15.84,13.86,14.0,11.31,10.3,9.98,11.05,13.38,15.81,17.26,15.98
8350,15.84,13.86,14.0,11.31,10.3,9.98,11.05,13.38,15.81,17.26,15.98,17.53
8351,13.86,14.0,11.31,10.3,9.98,11.05,13.38,15.81,17.26,15.98,17.53,16.98
8352,14.0,11.31,10.3,9.98,11.05,13.38,15.81,17.26,15.98,17.53,16.98,18.52
8353,11.31,10.3,9.98,11.05,13.38,15.81,17.26,15.98,17.53,16.98,18.52,17.38
8354,10.3,9.98,11.05,13.38,15.81,17.26,15.98,17.53,16.98,18.52,17.38,17.48
8355,9.98,11.05,13.38,15.81,17.26,15.98,17.53,16.98,18.52,17.38,17.48,17.2
8356,11.05,13.38,15.81,17.26,15.98,17.53,16.98,18.52,17.38,17.48,17.2,18.22
8357,13.38,15.81,17.26,15.98,17.53,16.98,18.52,17.38,17.48,17.2,18.22,17.8
8358,15.81,17.26,15.98,17.53,16.98,18.52,17.38,17.48,17.2,18.22,17.8,20.07
8359,17.26,15.98,17.53,16.98,18.52,17.38,17.48,17.2,18.22,17.8,20.07,17.56
8360,15.98,17.53,16.98,18.52,17.38,17.48,17.2,18.22,17.8,20.07,17.56,15.92
8361,17.53,16.98,18.52,17.38,17.48,17.2,18.22,17.8,20.07,17.56,15.92,15.07
8362,16.98,18.52,17.38,17.48,17.2,18.22,17.8,20.07,17.56,15.92,15.07,17.74
8363,18.52,17.38,17.48,17.2,18.22,17.8,20.07,17.56,15.92,15.07,17.74,15.33
8364,17.38,17.48,17.2,18.22,17.8,20.07,17.56,15.92,15.07,17.74,15.33,15.05
8365,17.48,17.2,18.22,17.8,20.07,17.56,15.92,15.07,17.74,15.33,15.05,14.45
8366,17.2,18.22,17.8,20.07,17.56,15.92,15.07,17.74,15.33,15.05,14.45,13.94
8367,18.22,17.8,20.07,17.56,15.92,15.07,17.74,15.33,15.05,14.45,13.94,14.59
8368,17.8,20.07,17.56,15.92,15.07,17.74,15.33,15.05,14.45,13.94,14.59,15.12
8369,20.07,17.56,15.92,15.07,17.74,15.33,15.05,14.45,13.94,14.59,15.12,15.55
8370,17.56,15.92,15.07,17.74,15.33,15.05,14.45,13.94,14.59,15.12,15.55,17.37
8371,15.92,15.07,17.74,15.33,15.05,14.45,13.94,14.59,15.12,15.55,17.37,26.47
8372,15.07,17.74,15.33,15.05,14.45,13.94,14.59,15.12,15.55,17.37,26.47,20.81
8373,17.74,15.33,15.05,14.45,13.94,14.59,15.12,15.55,17.37,26.47,20.81,19.57
8374,15.33,15.05,14.45,13.94,14.59,15.12,15.55,17.37,26.47,20.81,19.57,20.7
8375,15.05,14.45,13.94,14.59,15.12,15.55,17.37,26.47,20.81,19.57,20.7,19.28
8376,14.45,13.94,14.59,15.12,15.55,17.37,26.47,20.81,19.57,20.7,19.28,16.46
8377,13.94,14.59,15.12,15.55,17.37,26.47,20.81,19.57,20.7,19.28,16.46,15.88
8378,14.59,15.12,15.55,17.37,26.47,20.81,19.57,20.7,19.28,16.46,15.88,16.04
8379,15.12,15.55,17.37,26.47,20.81,19.57,20.7,19.28,16.46,15.88,16.04,17.72
8380,15.55,17.37,26.47,20.81,19.57,20.7,19.28,16.46,15.88,16.04,17.72,17.34
8381,17.37,26.47,20.81,19.57,20.7,19.28,16.46,15.88,16.04,17.72,17.34,18.82
8382,26.47,20.81,19.57,20.7,19.28,16.46,15.88,16.04,17.72,17.34,18.82,35.37
8383,20.81,19.57,20.7,19.28,16.46,15.88,16.04,17.72,17.34,18.82,35.37,27.78
8384,19.57,20.7,19.28,16.46,15.88,16.04,17.72,17.34,18.82,35.37,27.78,21.19
8385,20.7,19.28,16.46,15.88,16.04,17.72,17.34,18.82,35.37,27.78,21.19,19.67
8386,19.28,16.46,15.88,16.04,17.72,17.34,18.82,35.37,27.78,21.19,19.67,18.03
8387,16.46,15.88,16.04,17.72,17.34,18.82,35.37,27.78,21.19,19.67,18.03,16.53
8388,15.88,16.04,17.72,17.34,18.82,35.37,27.78,21.19,19.67,18.03,16.53,14.31
8389,16.04,17.72,17.34,18.82,35.37,27.78,21.19,19.67,18.03,16.53,14.31,17.4
8390,17.72,17.34,18.82,35.37,27.78,21.19,19.67,18.03,16.53,14.31,17.4,16.29
8391,17.34,18.82,35.37,27.78,21.19,19.67,18.03,16.53,14.31,17.4,16.29,15.96
8392,18.82,35.37,27.78,21.19,19.67,18.03,16.53,14.31,17.4,16.29,15.96,16.64
8393,35.37,27.78,21.19,19.67,18.03,16.53,14.31,17.4,16.29,15.96,16.64,17.52
8394,27.78,21.19,19.67,18.03,16.53,14.31,17.4,16.29,15.96,16.64,17.52,21.25
8395,21.19,19.67,18.03,16.53,14.31,17.4,16.29,15.96,16.64,17.52,21.25,54.8
8396,19.67,18.03,16.53,14.31,17.4,16.29,15.96,16.64,17.52,21.25,54.8,35.06
8397,18.03,16.53,14.31,17.4,16.29,15.96,16.64,17.52,21.25,54.8,35.06,24.83
8398,16.53,14.31,17.4,16.29,15.96,16.64,17.52,21.25,54.8,35.06,24.83,22.42
8399,14.31,17.4,16.29,15.96,16.64,17.52,21.25,54.8,35.06,24.83,22.42,19.63
8400,17.4,16.29,15.96,16.64,17.52,21.25,54.8,35.06,24.83,22.42,19.63,18.2
8401,16.29,15.96,16.64,17.52,21.25,54.8,35.06,24.83,22.42,19.63,18.2,16.9
8402,15.96,16.64,17.52,21.25,54.8,35.06,24.83,22.42,19.63,18.2,16.9,15.31
8403,16.64,17.52,21.25,54.8,35.06,24.83,22.42,19.63,18.2,16.9,15.31,15.14
8404,17.52,21.25,54.8,35.06,24.83,22.42,19.63,18.2,16.9,15.31,15.14,14.7
8405,21.25,54.8,35.06,24.83,22.42,19.63,18.2,16.9,15.31,15.14,14.7,15.96
8406,54.8,35.06,24.83,22.42,19.63,18.2,16.9,15.31,15.14,14.7,15.96,26.6
8407,35.06,24.83,22.42,19.63,18.2,16.9,15.31,15.14,14.7,15.96,26.6,38.08
8408,24.83,22.42,19.63,18.2,16.9,15.31,15.14,14.7,15.96,26.6,38.08,33.65
8409,22.42,19.63,18.2,16.9,15.31,15.14,14.7,15.96,26.6,38.08,33.65,33.6
8410,19.63,18.2,16.9,15.31,15.14,14.7,15.96,26.6,38.08,33.65,33.6,27.51
8411,18.2,16.9,15.31,15.14,14.7,15.96,26.6,38.08,33.65,33.6,27.51,19.48
8412,16.9,15.31,15.14,14.7,15.96,26.6,38.08,33.65,33.6,27.51,19.48,19.66
8413,15.31,15.14,14.7,15.96,26.6,38.08,33.65,33.6,27.51,19.48,19.66,17.44
8414,15.14,14.7,15.96,26.6,38.08,33.65,33.6,27.51,19.48,19.66,17.44,15.65
8415,14.7,15.96,26.6,38.08,33.65,33.6,27.51,19.48,19.66,17.44,15.65,15.66
8416,15.96,26.6,38.08,33.65,33.6,27.51,19.48,19.66,17.44,15.65,15.66,15.97
8417,26.6,38.08,33.65,33.6,27.51,19.48,19.66,17.44,15.65,15.66,15.97,17.88
8418,38.08,33.65,33.6,27.51,19.48,19.66,17.44,15.65,15.66,15.97,17.88,20.07
8419,33.65,33.6,27.51,19.48,19.66,17.44,15.65,15.66,15.97,17.88,20.07,56.6
8420,33.6,27.51,19.48,19.66,17.44,15.65,15.66,15.97,17.88,20.07,56.6,50.79
8421,27.51,19.48,19.66,17.44,15.65,15.66,15.97,17.88,20.07,56.6,50.79,26.24
8422,19.48,19.66,17.44,15.65,15.66,15.97,17.88,20.07,56.6,50.79,26.24,22.71
8423,19.66,17.44,15.65,15.66,15.97,17.88,20.07,56.6,50.79,26.24,22.71,21.44
8424,17.44,15.65,15.66,15.97,17.88,20.07,56.6,50.79,26.24,22.71,21.44,18.87
8425,15.65,15.66,15.97,17.88,20.07,56.6,50.79,26.24,22.71,21.44,18.87,17.15
8426,15.66,15.97,17.88,20.07,56.6,50.79,26.24,22.71,21.44,18.87,17.15,16.97
8427,15.97,17.88,20.07,56.6,50.79,26.24,22.71,21.44,18.87,17.15,16.97,16.0
8428,17.88,20.07,56.6,50.79,26.24,22.71,21.44,18.87,17.15,16.97,16.0,16.0
8429,20.07,56.6,50.79,26.24,22.71,21.44,18.87,17.15,16.97,16.0,16.0,17.67
8430,56.6,50.79,26.24,22.71,21.44,18.87,17.15,16.97,16.0,16.0,17.67,25.23
8431,50.79,26.24,22.71,21.44,18.87,17.15,16.97,16.0,16.0,17.67,25.23,34.44
8432,26.24,22.71,21.44,18.87,17.15,16.97,16.0,16.0,17.67,25.23,34.44,25.58
8433,22.71,21.44,18.87,17.15,16.97,16.0,16.0,17.67,25.23,34.44,25.58,19.84
8434,21.44,18.87,17.15,16.97,16.0,16.0,17.67,25.23,34.44,25.58,19.84,18.46
8435,18.87,17.15,16.97,16.0,16.0,17.67,25.23,34.44,25.58,19.84,18.46,17.55
8436,17.15,16.97,16.0,16.0,17.67,25.23,34.44,25.58,19.84,18.46,17.55,16.93
8437,16.97,16.0,16.0,17.67,25.23,34.44,25.58,19.84,18.46,17.55,16.93,13.84
8438,16.0,16.0,17.67,25.23,34.44,25.58,19.84,18.46,17.55,16.93,13.84,13.81
8439,16.0,17.67,25.23,34.44,25.58,19.84,18.46,17.55,16.93,13.84,13.81,14.09
8440,17.67,25.23,34.44,25.58,19.84,18.46,17.55,16.93,13.84,13.81,14.09,14.39
8441,25.23,34.44,25.58,19.84,18.46,17.55,16.93,13.84,13.81,14.09,14.39,15.15
8442,34.44,25.58,19.84,18.46,17.55,16.93,13.84,13.81,14.09,14.39,15.15,21.0
8443,25.58,19.84,18.46,17.55,16.93,13.84,13.81,14.09,14.39,15.15,21.0,51.26
8444,19.84,18.46,17.55,16.93,13.84,13.81,14.09,14.39,15.15,21.0,51.26,26.19
8445,18.46,17.55,16.93,13.84,13.81,14.09,14.39,15.15,21.0,51.26,26.19,18.21
8446,17.55,16.93,13.84,13.81,14.09,14.39,15.15,21.0,51.26,26.19,18.21,18.02
8447,16.93,13.84,13.81,14.09,14.39,15.15,21.0,51.26,26.19,18.21,18.02,16.01
8448,13.84,13.81,14.09,14.39,15.15,21.0,51.26,26.19,18.21,18.02,16.01,14.9
8449,13.81,14.09,14.39,15.15,21.0,51.26,26.19,18.21,18.02,16.01,14.9,14.76
8450,14.09,14.39,15.15,21.0,51.26,26.19,18.21,18.02,16.01,14.9,14.76,14.2
8451,14.39,15.15,21.0,51.26,26.19,18.21,18.02,16.01,14.9,14.76,14.2,13.29
8452,15.15,21.0,51.26,26.19,18.21,18.02,16.01,14.9,14.76,14.2,13.29,13.5
8453,21.0,51.26,26.19,18.21,18.02,16.01,14.9,14.76,14.2,13.29,13.5,13.75
8454,51.26,26.19,18.21,18.02,16.01,14.9,14.76,14.2,13.29,13.5,13.75,18.17
8455,26.19,18.21,18.02,16.01,14.9,14.76,14.2,13.29,13.5,13.75,18.17,18.93
8456,18.21,18.02,16.01,14.9,14.76,14.2,13.29,13.5,13.75,18.17,18.93,17.9
8457,18.02,16.01,14.9,14.76,14.2,13.29,13.5,13.75,18.17,18.93,17.9,17.86
8458,16.01,14.9,14.76,14.2,13.29,13.5,13.75,18.17,18.93,17.9,17.86,17.11
8459,14.9,14.76,14.2,13.29,13.5,13.75,18.17,18.93,17.9,17.86,17.11,15.89
8460,14.76,14.2,13.29,13.5,13.75,18.17,18.93,17.9,17.86,17.11,15.89,14.14
8461,14.2,13.29,13.5,13.75,18.17,18.93,17.9,17.86,17.11,15.89,14.14,14.37
8462,13.29,13.5,13.75,18.17,18.93,17.9,17.86,17.11,15.89,14.14,14.37,14.63
8463,13.5,13.75,18.17,18.93,17.9,17.86,17.11,15.89,14.14,14.37,14.63,14.99
8464,13.75,18.17,18.93,17.9,17.86,17.11,15.89,14.14,14.37,14.63,14.99,16.47
8465,18.17,18.93,17.9,17.86,17.11,15.89,14.14,14.37,14.63,14.99,16.47,17.83
8466,18.93,17.9,17.86,17.11,15.89,14.14,14.37,14.63,14.99,16.47,17.83,17.87
8467,17.9,17.86,17.11,15.89,14.14,14.37,14.63,14.99,16.47,17.83,17.87,21.59
8468,17.86,17.11,15.89,14.14,14.37,14.63,14.99,16.47,17.83,17.87,21.59,20.02
8469,17.11,15.89,14.14,14.37,14.63,14.99,16.47,17.83,17.87,21.59,20.02,19.03
8470,15.89,14.14,14.37,14.63,14.99,16.47,17.83,17.87,21.59,20.02,19.03,18.7
8471,14.14,14.37,14.63,14.99,16.47,17.83,17.87,21.59,20.02,19.03,18.7,18.05
8472,14.37,14.63,14.99,16.47,17.83,17.87,21.59,20.02,19.03,18.7,18.05,18.04
8473,14.63,14.99,16.47,17.83,17.87,21.59,20.02,19.03,18.7,18.05,18.04,16.83
8474,14.99,16.47,17.83,17.87,21.59,20.02,19.03,18.7,18.05,18.04,16.83,17.38
8475,16.47,17.83,17.87,21.59,20.02,19.03,18.7,18.05,18.04,16.83,17.38,16.27
8476,17.83,17.87,21.59,20.02,19.03,18.7,18.05,18.04,16.83,17.38,16.27,17.05
8477,17.87,21.59,20.02,19.03,18.7,18.05,18.04,16.83,17.38,16.27,17.05,19.67
8478,21.59,20.02,19.03,18.7,18.05,18.04,16.83,17.38,16.27,17.05,19.67,31.12
8479,20.02,19.03,18.7,18.05,18.04,16.83,17.38,16.27,17.05,19.67,31.12,26.02
8480,19.03,18.7,18.05,18.04,16.83,17.38,16.27,17.05,19.67,31.12,26.02,21.89
8481,18.7,18.05,18.04,16.83,17.38,16.27,17.05,19.67,31.12,26.02,21.89,21.21
8482,18.05,18.04,16.83,17.38,16.27,17.05,19.67,31.12,26.02,21.89,21.21,19.93
8483,18.04,16.83,17.38,16.27,17.05,19.67,31.12,26.02,21.89,21.21,19.93,19.02
8484,16.83,17.38,16.27,17.05,19.67,31.12,26.02,21.89,21.21,19.93,19.02,18.27
8485,17.38,16.27,17.05,19.67,31.12,26.02,21.89,21.21,19.93,19.02,18.27,17.0
8486,16.27,17.05,19.67,31.12,26.02,21.89,21.21,19.93,19.02,18.27,17.0,15.06
8487,17.05,19.67,31.12,26.02,21.89,21.21,19.93,19.02,18.27,17.0,15.06,14.46
8488,19.67,31.12,26.02,21.89,21.21,19.93,19.02,18.27,17.0,15.06,14.46,15.02
8489,31.12,26.02,21.89,21.21,19.93,19.02,18.27,17.0,15.06,14.46,15.02,14.49
8490,26.02,21.89,21.21,19.93,19.02,18.27,17.0,15.06,14.46,15.02,14.49,15.8
8491,21.89,21.21,19.93,19.02,18.27,17.0,15.06,14.46,15.02,14.49,15.8,17.03
8492,21.21,19.93,19.02,18.27,17.0,15.06,14.46,15.02,14.49,15.8,17.03,18.91
8493,19.93,19.02,18.27,17.0,15.06,14.46,15.02,14.49,15.8,17.03,18.91,19.84
8494,19.02,18.27,17.0,15.06,14.46,15.02,14.49,15.8,17.03,18.91,19.84,23.72
8495,18.27,17.0,15.06,14.46,15.02,14.49,15.8,17.03,18.91,19.84,23.72,19.97
8496,17.0,15.06,14.46,15.02,14.49,15.8,17.03,18.91,19.84,23.72,19.97,20.2
8497,15.06,14.46,15.02,14.49,15.8,17.03,18.91,19.84,23.72,19.97,20.2,18.68
8498,14.46,15.02,14.49,15.8,17.03,18.91,19.84,23.72,19.97,20.2,18.68,16.55
8499,15.02,14.49,15.8,17.03,18.91,19.84,23.72,19.97,20.2,18.68,16.55,15.86
8500,14.49,15.8,17.03,18.91,19.84,23.72,19.97,20.2,18.68,16.55,15.86,15.64
8501,15.8,17.03,18.91,19.84,23.72,19.97,20.2,18.68,16.55,15.86,15.64,18.45
8502,17.03,18.91,19.84,23.72,19.97,20.2,18.68,16.55,15.86,15.64,18.45,33.4
8503,18.91,19.84,23.72,19.97,20.2,18.68,16.55,15.86,15.64,18.45,33.4,29.97
8504,19.84,23.72,19.97,20.2,18.68,16.55,15.86,15.64,18.45,33.4,29.97,26.99
8505,23.72,19.97,20.2,18.68,16.55,15.86,15.64,18.45,33.4,29.97,26.99,24.36
8506,19.97,20.2,18.68,16.55,15.86,15.64,18.45,33.4,29.97,26.99,24.36,20.44
8507,20.2,18.68,16.55,15.86,15.64,18.45,33.4,29.97,26.99,24.36,20.44,17.91
8508,18.68,16.55,15.86,15.64,18.45,33.4,29.97,26.99,24.36,20.44,17.91,16.8
8509,16.55,15.86,15.64,18.45,33.4,29.97,26.99,24.36,20.44,17.91,16.8,17.62
8510,15.86,15.64,18.45,33.4,29.97,26.99,24.36,20.44,17.91,16.8,17.62,15.55
8511,15.64,18.45,33.4,29.97,26.99,24.36,20.44,17.91,16.8,17.62,15.55,15.55
8512,18.45,33.4,29.97,26.99,24.36,20.44,17.91,16.8,17.62,15.55,15.55,16.5
8513,33.4,29.97,26.99,24.36,20.44,17.91,16.8,17.62,15.55,15.55,16.5,17.32
8514,29.97,26.99,24.36,20.44,17.91,16.8,17.62,15.55,15.55,16.5,17.32,19.58
8515,26.99,24.36,20.44,17.91,16.8,17.62,15.55,15.55,16.5,17.32,19.58,25.97
8516,24.36,20.44,17.91,16.8,17.62,15.55,15.55,16.5,17.32,19.58,25.97,24.51
8517,20.44,17.91,16.8,17.62,15.55,15.55,16.5,17.32,19.58,25.97,24.51,27.78
8518,17.91,16.8,17.62,15.55,15.55,16.5,17.32,19.58,25.97,24.51,27.78,27.15
8519,16.8,17.62,15.55,15.55,16.5,17.32,19.58,25.97,24.51,27.78,27.15,20.49
8520,17.62,15.55,15.55,16.5,17.32,19.58,25.97,24.51,27.78,27.15,20.49,18.88
8521,15.55,15.55,16.5,17.32,19.58,25.97,24.51,27.78,27.15,20.49,18.88,17.28
8522,15.55,16.5,17.32,19.58,25.97,24.51,27.78,27.15,20.49,18.88,17.28,16.33
8523,16.5,17.32,19.58,25.97,24.51,27.78,27.15,20.49,18.88,17.28,16.33,15.68
8524,17.32,19.58,25.97,24.51,27.78,27.15,20.49,18.88,17.28,16.33,15.68,15.78
8525,19.58,25.97,24.51,27.78,27.15,20.49,18.88,17.28,16.33,15.68,15.78,16.45
8526,25.97,24.51,27.78,27.15,20.49,18.88,17.28,16.33,15.68,15.78,16.45,23.53
8527,24.51,27.78,27.15,20.49,18.88,17.28,16.33,15.68,15.78,16.45,23.53,18.83
8528,27.78,27.15,20.49,18.88,17.28,16.33,15.68,15.78,16.45,23.53,18.83,17.64
8529,27.15,20.49,18.88,17.28,16.33,15.68,15.78,16.45,23.53,18.83,17.64,17.19
8530,20.49,18.88,17.28,16.33,15.68,15.78,16.45,23.53,18.83,17.64,17.19,16.51
8531,18.88,17.28,16.33,15.68,15.78,16.45,23.53,18.83,17.64,17.19,16.51,15.45
8532,17.28,16.33,15.68,15.78,16.45,23.53,18.83,17.64,17.19,16.51,15.45,14.33
8533,16.33,15.68,15.78,16.45,23.53,18.83,17.64,17.19,16.51,15.45,14.33,14.24
8534,15.68,15.78,16.45,23.53,18.83,17.64,17.19,16.51,15.45,14.33,14.24,13.95
8535,15.78,16.45,23.53,18.83,17.64,17.19,16.51,15.45,14.33,14.24,13.95,14.01
8536,16.45,23.53,18.83,17.64,17.19,16.51,15.45,14.33,14.24,13.95,14.01,14.78
8537,23.53,18.83,17.64,17.19,16.51,15.45,14.33,14.24,13.95,14.01,14.78,16.63
8538,18.83,17.64,17.19,16.51,15.45,14.33,14.24,13.95,14.01,14.78,16.63,19.26
8539,17.64,17.19,16.51,15.45,14.33,14.24,13.95,14.01,14.78,16.63,19.26,33.98
8540,17.19,16.51,15.45,14.33,14.24,13.95,14.01,14.78,16.63,19.26,33.98,33.23
8541,16.51,15.45,14.33,14.24,13.95,14.01,14.78,16.63,19.26,33.98,33.23,22.71
8542,15.45,14.33,14.24,13.95,14.01,14.78,16.63,19.26,33.98,33.23,22.71,22.02
8543,14.33,14.24,13.95,14.01,14.78,16.63,19.26,33.98,33.23,22.71,22.02,18.48
8544,14.24,13.95,14.01,14.78,16.63,19.26,33.98,33.23,22.71,22.02,18.48,17.91
8545,13.95,14.01,14.78,16.63,19.26,33.98,33.23,22.71,22.02,18.48,17.91,17.37
8546,14.01,14.78,16.63,19.26,33.98,33.23,22.71,22.02,18.48,17.91,17.37,16.21
8547,14.78,16.63,19.26,33.98,33.23,22.71,22.02,18.48,17.91,17.37,16.21,16.0
8548,16.63,19.26,33.98,33.23,22.71,22.02,18.48,17.91,17.37,16.21,16.0,15.71
8549,19.26,33.98,33.23,22.71,22.02,18.48,17.91,17.37,16.21,16.0,15.71,15.56
8550,33.98,33.23,22.71,22.02,18.48,17.91,17.37,16.21,16.0,15.71,15.56,19.1
8551,33.23,22.71,22.02,18.48,17.91,17.37,16.21,16.0,15.71,15.56,19.1,16.41
8552,22.71,22.02,18.48,17.91,17.37,16.21,16.0,15.71,15.56,19.1,16.41,14.92
