,Hr0,Hr1,Hr2,Hr3,Hr4,Hr5,Hr6,Hr7,Hr8,Hr9,Hr10,Hr11
8007,18.38,20.0,39.39,24.0,21.67,18.94,17.37,16.38,15.63,17.83,16.49,16.64
8008,20.0,39.39,24.0,21.67,18.94,17.37,16.38,15.63,17.83,16.49,16.64,15.98
8009,39.39,24.0,21.67,18.94,17.37,16.38,15.63,17.83,16.49,16.64,15.98,17.31
8010,24.0,21.67,18.94,17.37,16.38,15.63,17.83,16.49,16.64,15.98,17.31,17.23
8011,21.67,18.94,17.37,16.38,15.63,17.83,16.49,16.64,15.98,17.31,17.23,18.18
8012,18.94,17.37,16.38,15.63,17.83,16.49,16.64,15.98,17.31,17.23,18.18,20.52
8013,17.37,16.38,15.63,17.83,16.49,16.64,15.98,17.31,17.23,18.18,20.52,24.06
8014,16.38,15.63,17.83,16.49,16.64,15.98,17.31,17.23,18.18,20.52,24.06,20.51
8015,15.63,17.83,16.49,16.64,15.98,17.31,17.23,18.18,20.52,24.06,20.51,20.61
8016,17.83,16.49,16.64,15.98,17.31,17.23,18.18,20.52,24.06,20.51,20.61,19.92
8017,16.49,16.64,15.98,17.31,17.23,18.18,20.52,24.06,20.51,20.61,19.92,18.51
8018,16.64,15.98,17.31,17.23,18.18,20.52,24.06,20.51,20.61,19.92,18.51,17.6
8019,15.98,17.31,17.23,18.18,20.52,24.06,20.51,20.61,19.92,18.51,17.6,17.63
8020,17.31,17.23,18.18,20.52,24.06,20.51,20.61,19.92,18.51,17.6,17.63,17.35
8021,17.23,18.18,20.52,24.06,20.51,20.61,19.92,18.51,17.6,17.63,17.35,22.1
8022,18.18,20.52,24.06,20.51,20.61,19.92,18.51,17.6,17.63,17.35,22.1,44.11
8023,20.52,24.06,20.51,20.61,19.92,18.51,17.6,17.63,17.35,22.1,44.11,34.42
8024,24.06,20.51,20.61,19.92,18.51,17.6,17.63,17.35,22.1,44.11,34.42,31.12
8025,20.51,20.61,19.92,18.51,17.6,17.63,17.35,22.1,44.11,34.42,31.12,30.31
8026,20.61,19.92,18.51,17.6,17.63,17.35,22.1,44.11,34.42,31.12,30.31,28.26
8027,19.92,18.51,17.6,17.63,17.35,22.1,44.11,34.42,31.12,30.31,28.26,22.98
8028,18.51,17.6,17.63,17.35,22.1,44.11,34.42,31.12,30.31,28.26,22.98,22.52
8029,17.6,17.63,17.35,22.1,44.11,34.42,31.12,30.31,28.26,22.98,22.52,18.6
8030,17.63,17.35,22.1,44.11,34.42,31.12,30.31,28.26,22.98,22.52,18.6,16.62
8031,17.35,22.1,44.11,34.42,31.12,30.31,28.26,22.98,22.52,18.6,16.62,16.02
8032,22.1,44.11,34.42,31.12,30.31,28.26,22.98,22.52,18.6,16.62,16.02,17.9
8033,44.11,34.42,31.12,30.31,28.26,22.98,22.52,18.6,16.62,16.02,17.9,19.51
8034,34.42,31.12,30.31,28.26,22.98,22.52,18.6,16.62,16.02,17.9,19.51,27.99
8035,31.12,30.31,28.26,22.98,22.52,18.6,16.62,16.02,17.9,19.51,27.99,59.75
8036,30.31,28.26,22.98,22.52,18.6,16.62,16.02,17.9,19.51,27.99,59.75,53.39
8037,28.26,22.98,22.52,18.6,16.62,16.02,17.9,19.51,27.99,59.75,53.39,31.64
8038,22.98,22.52,18.6,16.62,16.02,17.9,19.51,27.99,59.75,53.39,31.64,28.57
8039,22.52,18.6,16.62,16.02,17.9,19.51,27.99,59.75,53.39,31.64,28.57,23.48
8040,18.6,16.62,16.02,17.9,19.51,27.99,59.75,53.39,31.64,28.57,23.48,21.02
8041,16.62,16.02,17.9,19.51,27.99,59.75,53.39,31.64,28.57,23.48,21.02,19.96
8042,16.02,17.9,19.51,27.99,59.75,53.39,31.64,28.57,23.48,21.02,19.96,18.17
8043,17.9,19.51,27.99,59.75,53.39,31.64,28.57,23.48,21.02,19.96,18.17,17.04
8044,19.51,27.99,59.75,53.39,31.64,28.57,23.48,21.02,19.96,18.17,17.04,17.82
8045,27.99,59.75,53.39,31.64,28.57,23.48,21.02,19.96,18.17,17.04,17.82,19.0
8046,59.75,53.39,31.64,28.57,23.48,21.02,19.96,18.17,17.04,17.82,19.0,29.0
8047,53.39,31.64,28.57,23.48,21.02,19.96,18.17,17.04,17.82,19.0,29.0,22.64
8048,31.64,28.57,23.48,21.02,19.96,18.17,17.04,17.82,19.0,29.0,22.64,20.23
8049,28.57,23.48,21.02,19.96,18.17,17.04,17.82,19.0,29.0,22.64,20.23,19.95
8050,23.48,21.02,19.96,18.17,17.04,17.82,19.0,29.0,22.64,20.23,19.95,18.26
8051,21.02,19.96,18.17,17.04,17.82,19.0,29.0,22.64,20.23,19.95,18.26,14.17
8052,19.96,18.17,17.04,17.82,19.0,29.0,22.64,20.23,19.95,18.26,14.17,12.87
8053,18.17,17.04,17.82,19.0,29.0,22.64,20.23,19.95,18.26,14.17,12.87,14.01
8054,17.04,17.82,19.0,29.0,22.64,20.23,19.95,18.26,14.17,12.87,14.01,13.12
8055,17.82,19.0,29.0,22.64,20.23,19.95,18.26,14.17,12.87,14.01,13.12,12.88
8056,19.0,29.0,22.64,20.23,19.95,18.26,14.17,12.87,14.01,13.12,12.88,13.7
8057,29.0,22.64,20.23,19.95,18.26,14.17,12.87,14.01,13.12,12.88,13.7,14.47
8058,22.64,20.23,19.95,18.26,14.17,12.87,14.01,13.12,12.88,13.7,14.47,17.78
8059,20.23,19.95,18.26,14.17,12.87,14.01,13.12,12.88,13.7,14.47,17.78,30.12
8060,19.95,18.26,14.17,12.87,14.01,13.12,12.88,13.7,14.47,17.78,30.12,27.84
8061,18.26,14.17,12.87,14.01,13.12,12.88,13.7,14.47,17.78,30.12,27.84,20.81
8062,14.17,12.87,14.01,13.12,12.88,13.7,14.47,17.78,30.12,27.84,20.81,20.03
8063,12.87,14.01,13.12,12.88,13.7,14.47,17.78,30.12,27.84,20.81,20.03,19.98
8064,14.01,13.12,12.88,13.7,14.47,17.78,30.12,27.84,20.81,20.03,19.98,18.66
8065,13.12,12.88,13.7,14.47,17.78,30.12,27.84,20.81,20.03,19.98,18.66,18.14
8066,12.88,13.7,14.47,17.78,30.12,27.84,20.81,20.03,19.98,18.66,18.14,18.06
8067,13.7,14.47,17.78,30.12,27.84,20.81,20.03,19.98,18.66,18.14,18.06,18.0
8068,14.47,17.78,30.12,27.84,20.81,20.03,19.98,18.66,18.14,18.06,18.0,18.28
8069,17.78,30.12,27.84,20.81,20.03,19.98,18.66,18.14,18.06,18.0,18.28,19.48
8070,30.12,27.84,20.81,20.03,19.98,18.66,18.14,18.06,18.0,18.28,19.48,40.05
8071,27.84,20.81,20.03,19.98,18.66,18.14,18.06,18.0,18.28,19.48,40.05,30.61
8072,20.81,20.03,19.98,18.66,18.14,18.06,18.0,18.28,19.48,40.05,30.61,26.27
8073,20.03,19.98,18.66,18.14,18.06,18.0,18.28,19.48,40.05,30.61,26.27,21.33
8074,19.98,18.66,18.14,18.06,18.0,18.28,19.48,40.05,30.61,26.27,21.33,18.65
8075,18.66,18.14,18.06,18.0,18.28,19.48,40.05,30.61,26.27,21.33,18.65,18.23
8076,18.14,18.06,18.0,18.28,19.48,40.05,30.61,26.27,21.33,18.65,18.23,17.54
8077,18.06,18.0,18.28,19.48,40.05,30.61,26.27,21.33,18.65,18.23,17.54,17.1
8078,18.0,18.28,19.48,40.05,30.61,26.27,21.33,18.65,18.23,17.54,17.1,16.56
8079,18.28,19.48,40.05,30.61,26.27,21.33,18.65,18.23,17.54,17.1,16.56,16.55
8080,19.48,40.05,30.61,26.27,21.33,18.65,18.23,17.54,17.1,16.56,16.55,17.11
8081,40.05,30.61,26.27,21.33,18.65,18.23,17.54,17.1,16.56,16.55,17.11,18.36
8082,30.61,26.27,21.33,18.65,18.23,17.54,17.1,16.56,16.55,17.11,18.36,20.09
8083,26.27,21.33,18.65,18.23,17.54,17.1,16.56,16.55,17.11,18.36,20.09,50.99
8084,21.33,18.65,18.23,17.54,17.1,16.56,16.55,17.11,18.36,20.09,50.99,42.3
8085,18.65,18.23,17.54,17.1,16.56,16.55,17.11,18.36,20.09,50.99,42.3,29.03
8086,18.23,17.54,17.1,16.56,16.55,17.11,18.36,20.09,50.99,42.3,29.03,23.09
8087,17.54,17.1,16.56,16.55,17.11,18.36,20.09,50.99,42.3,29.03,23.09,21.94
8088,17.1,16.56,16.55,17.11,18.36,20.09,50.99,42.3,29.03,23.09,21.94,18.97
8089,16.56,16.55,17.11,18.36,20.09,50.99,42.3,29.03,23.09,21.94,18.97,19.8
8090,16.55,17.11,18.36,20.09,50.99,42.3,29.03,23.09,21.94,18.97,19.8,19.31
8091,17.11,18.36,20.09,50.99,42.3,29.03,23.09,21.94,18.97,19.8,19.31,18.79
8092,18.36,20.09,50.99,42.3,29.03,23.09,21.94,18.97,19.8,19.31,18.79,18.95
8093,20.09,50.99,42.3,29.03,23.09,21.94,18.97,19.8,19.31,18.79,18.95,20.0
8094,50.99,42.3,29.03,23.09,21.94,18.97,19.8,19.31,18.79,18.95,20.0,23.83
8095,42.3,29.03,23.09,21.94,18.97,19.8,19.31,18.79,18.95,20.0,23.83,19.31
8096,29.03,23.09,21.94,18.97,19.8,19.31,18.79,18.95,20.0,23.83,19.31,18.42
8097,23.09,21.94,18.97,19.8,19.31,18.79,18.95,20.0,23.83,19.31,18.42,18.35
8098,21.94,18.97,19.8,19.31,18.79,18.95,20.0,23.83,19.31,18.42,18.35,16.44
8099,18.97,19.8,19.31,18.79,18.95,20.0,23.83,19.31,18.42,18.35,16.44,14.53
8100,19.8,19.31,18.79,18.95,20.0,23.83,19.31,18.42,18.35,16.44,14.53,13.76
8101,19.31,18.79,18.95,20.0,23.83,19.31,18.42,18.35,16.44,14.53,13.76,9.71
8102,18.79,18.95,20.0,23.83,19.31,18.42,18.35,16.44,14.53,13.76,9.71,8.97
8103,18.95,20.0,23.83,19.31,18.42,18.35,16.44,14.53,13.76,9.71,8.97,9.81
8104,20.0,23.83,19.31,18.42,18.35,16.44,14.53,13.76,9.71,8.97,9.81,11.56
8105,23.83,19.31,18.42,18.35,16.44,14.53,13.76,9.71,8.97,9.81,11.56,13.91
8106,19.31,18.42,18.35,16.44,14.53,13.76,9.71,8.97,9.81,11.56,13.91,15.0
8107,18.42,18.35,16.44,14.53,13.76,9.71,8.97,9.81,11.56,13.91,15.0,22.45
8108,18.35,16.44,14.53,13.76,9.71,8.97,9.81,11.56,13.91,15.0,22.45,21.86
8109,16.44,14.53,13.76,9.71,8.97,9.81,11.56,13.91,15.0,22.45,21.86,20.84
8110,14.53,13.76,9.71,8.97,9.81,11.56,13.91,15.0,22.45,21.86,20.84,19.04
8111,13.76,9.71,8.97,9.81,11.56,13.91,15.0,22.45,21.86,20.84,19.04,21.14
8112,9.71,8.97,9.81,11.56,13.91,15.0,22.45,21.86,20.84,19.04,21.14,18.22
8113,8.97,9.81,11.56,13.91,15.0,22.45,21.86,20.84,19.04,21.14,18.22,15.95
8114,9.81,11.56,13.91,15.0,22.45,21.86,20.84,19.04,21.14,18.22,15.95,15.0
8115,11.56,13.91,15.0,22.45,21.86,20.84,19.04,21.14,18.22,15.95,15.0,14.23
8116,13.91,15.0,22.45,21.86,20.84,19.04,21.14,18.22,15.95,15.0,14.23,14.93
8117,15.0,22.45,21.86,20.84,19.04,21.14,18.22,15.95,15.0,14.23,14.93,15.99
8118,22.45,21.86,20.84,19.04,21.14,18.22,15.95,15.0,14.23,14.93,15.99,23.88
8119,21.86,20.84,19.04,21.14,18.22,15.95,15.0,14.23,14.93,15.99,23.88,20.41
8120,20.84,19.04,21.14,18.22,15.95,15.0,14.23,14.93,15.99,23.88,20.41,17.91
8121,19.04,21.14,18.22,15.95,15.0,14.23,14.93,15.99,23.88,20.41,17.91,18.27
8122,21.14,18.22,15.95,15.0,14.23,14.93,15.99,23.88,20.41,17.91,18.27,15.89
8123,18.22,15.95,15.0,14.23,14.93,15.99,23.88,20.41,17.91,18.27,15.89,16.06
8124,15.95,15.0,14.23,14.93,15.99,23.88,20.41,17.91,18.27,15.89,16.06,13.99
8125,15.0,14.23,14.93,15.99,23.88,20.41,17.91,18.27,15.89,16.06,13.99,10.98
8126,14.23,14.93,15.99,23.88,20.41,17.91,18.27,15.89,16.06,13.99,10.98,9.77
8127,14.93,15.99,23.88,20.41,17.91,18.27,15.89,16.06,13.99,10.98,9.77,9.35
8128,15.99,23.88,20.41,17.91,18.27,15.89,16.06,13.99,10.98,9.77,9.35,12.05
8129,23.88,20.41,17.91,18.27,15.89,16.06,13.99,10.98,9.77,9.35,12.05,14.82
8130,20.41,17.91,18.27,15.89,16.06,13.99,10.98,9.77,9.35,12.05,14.82,16.84
8131,17.91,18.27,15.89,16.06,13.99,10.98,9.77,9.35,12.05,14.82,16.84,18.06
8132,18.27,15.89,16.06,13.99,10.98,9.77,9.35,12.05,14.82,16.84,18.06,17.78
8133,15.89,16.06,13.99,10.98,9.77,9.35,12.05,14.82,16.84,18.06,17.78,18.11
8134,16.06,13.99,10.98,9.77,9.35,12.05,14.82,16.84,18.06,17.78,18.11,18.84
8135,13.99,10.98,9.77,9.35,12.05,14.82,16.84,18.06,17.78,18.11,18.84,18.98
8136,10.98,9.77,9.35,12.05,14.82,16.84,18.06,17.78,18.11,18.84,18.98,20.4
8137,9.77,9.35,12.05,14.82,16.84,18.06,17.78,18.11,18.84,18.98,20.4,22.07
8138,9.35,12.05,14.82,16.84,18.06,17.78,18.11,18.84,18.98,20.4,22.07,23.09
8139,12.05,14.82,16.84,18.06,17.78,18.11,18.84,18.98,20.4,22.07,23.09,22.46
8140,14.82,16.84,18.06,17.78,18.11,18.84,18.98,20.4,22.07,23.09,22.46,21.19
8141,16.84,18.06,17.78,18.11,18.84,18.98,20.4,22.07,23.09,22.46,21.19,28.03
8142,18.06,17.78,18.11,18.84,18.98,20.4,22.07,23.09,22.46,21.19,28.03,44.71
8143,17.78,18.11,18.84,18.98,20.4,22.07,23.09,22.46,21.19,28.03,44.71,37.84
8144,18.11,18.84,18.98,20.4,22.07,23.09,22.46,21.19,28.03,44.71,37.84,27.95
8145,18.84,18.98,20.4,22.07,23.09,22.46,21.19,28.03,44.71,37.84,27.95,21.92
8146,18.98,20.4,22.07,23.09,22.46,21.19,28.03,44.71,37.84,27.95,21.92,22.64
8147,20.4,22.07,23.09,22.46,21.19,28.03,44.71,37.84,27.95,21.92,22.64,21.74
8148,22.07,23.09,22.46,21.19,28.03,44.71,37.84,27.95,21.92,22.64,21.74,19.26
8149,23.09,22.46,21.19,28.03,44.71,37.84,27.95,21.92,22.64,21.74,19.26,18.05
8150,22.46,21.19,28.03,44.71,37.84,27.95,21.92,22.64,21.74,19.26,18.05,16.73
8151,21.19,28.03,44.71,37.84,27.95,21.92,22.64,21.74,19.26,18.05,16.73,16.98
8152,28.03,44.71,37.84,27.95,21.92,22.64,21.74,19.26,18.05,16.73,16.98,16.83
8153,44.71,37.84,27.95,21.92,22.64,21.74,19.26,18.05,16.73,16.98,16.83,17.25
8154,37.84,27.95,21.92,22.64,21.74,19.26,18.05,16.73,16.98,16.83,17.25,18.11
8155,27.95,21.92,22.64,21.74,19.26,18.05,16.73,16.98,16.83,17.25,18.11,24.24
8156,21.92,22.64,21.74,19.26,18.05,16.73,16.98,16.83,17.25,18.11,24.24,27.5
8157,22.64,21.74,19.26,18.05,16.73,16.98,16.83,17.25,18.11,24.24,27.5,35.88
8158,21.74,19.26,18.05,16.73,16.98,16.83,17.25,18.11,24.24,27.5,35.88,35.18
8159,19.26,18.05,16.73,16.98,16.83,17.25,18.11,24.24,27.5,35.88,35.18,27.98
8160,18.05,16.73,16.98,16.83,17.25,18.11,24.24,27.5,35.88,35.18,27.98,24.17
8161,16.73,16.98,16.83,17.25,18.11,24.24,27.5,35.88,35.18,27.98,24.17,20.8
8162,16.98,16.83,17.25,18.11,24.24,27.5,35.88,35.18,27.98,24.17,20.8,19.11
8163,16.83,17.25,18.11,24.24,27.5,35.88,35.18,27.98,24.17,20.8,19.11,19.26
8164,17.25,18.11,24.24,27.5,35.88,35.18,27.98,24.17,20.8,19.11,19.26,18.31
8165,18.11,24.24,27.5,35.88,35.18,27.98,24.17,20.8,19.11,19.26,18.31,18.46
8166,24.24,27.5,35.88,35.18,27.98,24.17,20.8,19.11,19.26,18.31,18.46,23.2
8167,27.5,35.88,35.18,27.98,24.17,20.8,19.11,19.26,18.31,18.46,23.2,19.37
8168,35.88,35.18,27.98,24.17,20.8,19.11,19.26,18.31,18.46,23.2,19.37,18.16
8169,35.18,27.98,24.17,20.8,19.11,19.26,18.31,18.46,23.2,19.37,18.16,17.72
8170,27.98,24.17,20.8,19.11,19.26,18.31,18.46,23.2,19.37,18.16,17.72,15.73
8171,24.17,20.8,19.11,19.26,18.31,18.46,23.2,19.37,18.16,17.72,15.73,13.14
8172,20.8,19.11,19.26,18.31,18.46,23.2,19.37,18.16,17.72,15.73,13.14,14.99
8173,19.11,19.26,18.31,18.46,23.2,19.37,18.16,17.72,15.73,13.14,14.99,10.89
8174,19.26,18.31,18.46,23.2,19.37,18.16,17.72,15.73,13.14,14.99,10.89,8.97
8175,18.31,18.46,23.2,19.37,18.16,17.72,15.73,13.14,14.99,10.89,8.97,9.85
8176,18.46,23.2,19.37,18.16,17.72,15.73,13.14,14.99,10.89,8.97,9.85,11.07
8177,23.2,19.37,18.16,17.72,15.73,13.14,14.99,10.89,8.97,9.85,11.07,12.62
8178,19.37,18.16,17.72,15.73,13.14,14.99,10.89,8.97,9.85,11.07,12.62,14.03
8179,18.16,17.72,15.73,13.14,14.99,10.89,8.97,9.85,11.07,12.62,14.03,15.55
8180,17.72,15.73,13.14,14.99,10.89,8.97,9.85,11.07,12.62,14.03,15.55,14.92
8181,15.73,13.14,14.99,10.89,8.97,9.85,11.07,12.62,14.03,15.55,14.92,18.45
8182,13.14,14.99,10.89,8.97,9.85,11.07,12.62,14.03,15.55,14.92,18.45,18.13
8183,14.99,10.89,8.97,9.85,11.07,12.62,14.03,15.55,14.92,18.45,18.13,18.59
8184,10.89,8.97,9.85,11.07,12.62,14.03,15.55,14.92,18.45,18.13,18.59,17.9
8185,8.97,9.85,11.07,12.62,14.03,15.55,14.92,18.45,18.13,18.59,17.9,17.31
8186,9.85,11.07,12.62,14.03,15.55,14.92,18.45,18.13,18.59,17.9,17.31,15.59
8187,11.07,12.62,14.03,15.55,14.92,18.45,18.13,18.59,17.9,17.31,15.59,16.04
8188,12.62,14.03,15.55,14.92,18.45,18.13,18.59,17.9,17.31,15.59,16.04,15.7
8189,14.03,15.55,14.92,18.45,18.13,18.59,17.9,17.31,15.59,16.04,15.7,17.22
8190,15.55,14.92,18.45,18.13,18.59,17.9,17.31,15.59,16.04,15.7,17.22,25.87
8191,14.92,18.45,18.13,18.59,17.9,17.31,15.59,16.04,15.7,17.22,25.87,21.05
8192,18.45,18.13,18.59,17.9,17.31,15.59,16.04,15.7,17.22,25.87,21.05,19.35
8193,18.13,18.59,17.9,17.31,15.59,16.04,15.7,17.22,25.87,21.05,19.35,18.92
8194,18.59,17.9,17.31,15.59,16.04,15.7,17.22,25.87,21.05,19.35,18.92,17.43
8195,17.9,17.31,15.59,16.04,15.7,17.22,25.87,21.05,19.35,18.92,17.43,14.39
8196,17.31,15.59,16.04,15.7,17.22,25.87,21.05,19.35,18.92,17.43,14.39,13.85
8197,15.59,16.04,15.7,17.22,25.87,21.05,19.35,18.92,17.43,14.39,13.85,8.91
8198,16.04,15.7,17.22,25.87,21.05,19.35,18.92,17.43,14.39,13.85,8.91,9.0
8199,15.7,17.22,25.87,21.05,19.35,18.92,17.43,14.39,13.85,8.91,9.0,9.23
8200,17.22,25.87,21.05,19.35,18.92,17.43,14.39,13.85,8.91,9.0,9.23,11.02
8201,25.87,21.05,19.35,18.92,17.43,14.39,13.85,8.91,9.0,9.23,11.02,12.86
8202,21.05,19.35,18.92,17.43,14.39,13.85,8.91,9.0,9.23,11.02,12.86,14.33
8203,19.35,18.92,17.43,14.39,13.85,8.91,9.0,9.23,11.02,12.86,14.33,16.59
8204,18.92,17.43,14.39,13.85,8.91,9.0,9.23,11.02,12.86,14.33,16.59,17.65
8205,17.43,14.39,13.85,8.91,9.0,9.23,11.02,12.86,14.33,16.59,17.65,17.99
8206,14.39,13.85,8.91,9.0,9.23,11.02,12.86,14.33,16.59,17.65,17.99,19.5
8207,13.85,8.91,9.0,9.23,11.02,12.86,14.33,16.59,17.65,17.99,19.5,20.69
8208,8.91,9.0,9.23,11.02,12.86,14.33,16.59,17.65,17.99,19.5,20.69,17.82
8209,9.0,9.23,11.02,12.86,14.33,16.59,17.65,17.99,19.5,20.69,17.82,20.04
8210,9.23,11.02,12.86,14.33,16.59,17.65,17.99,19.5,20.69,17.82,20.04,20.57
8211,11.02,12.86,14.33,16.59,17.65,17.99,19.5,20.69,17.82,20.04,20.57,19.15
8212,12.86,14.33,16.59,17.65,17.99,19.5,20.69,17.82,20.04,20.57,19.15,17.63
8213,14.33,16.59,17.65,17.99,19.5,20.69,17.82,20.04,20.57,19.15,17.63,17.88
8214,16.59,17.65,17.99,19.5,20.69,17.82,20.04,20.57,19.15,17.63,17.88,28.0
8215,17.65,17.99,19.5,20.69,17.82,20.04,20.57,19.15,17.63,17.88,28.0,21.2
8216,17.99,19.5,20.69,17.82,20.04,20.57,19.15,17.63,17.88,28.0,21.2,20.53
8217,19.5,20.69,17.82,20.04,20.57,19.15,17.63,17.88,28.0,21.2,20.53,17.8
8218,20.69,17.82,20.04,20.57,19.15,17.63,17.88,28.0,21.2,20.53,17.8,19.02
8219,17.82,20.04,20.57,19.15,17.63,17.88,28.0,21.2,20.53,17.8,19.02,17.43
8220,20.04,20.57,19.15,17.63,17.88,28.0,21.2,20.53,17.8,19.02,17.43,16.49
8221,20.57,19.15,17.63,17.88,28.0,21.2,20.53,17.8,19.02,17.43,16.49,15.28
8222,19.15,17.63,17.88,28.0,21.2,20.53,17.8,19.02,17.43,16.49,15.28,14.08
8223,17.63,17.88,28.0,21.2,20.53,17.8,19.02,17.43,16.49,15.28,14.08,16.19
8224,17.88,28.0,21.2,20.53,17.8,19.02,17.43,16.49,15.28,14.08,16.19,16.88
8225,28.0,21.2,20.53,17.8,19.02,17.43,16.49,15.28,14.08,16.19,16.88,17.79
8226,21.2,20.53,17.8,19.02,17.43,16.49,15.28,14.08,16.19,16.88,17.79,20.05
8227,20.53,17.8,19.02,17.43,16.49,15.28,14.08,16.19,16.88,17.79,20.05,28.24
8228,17.8,19.02,17.43,16.49,15.28,14.08,16.19,16.88,17.79,20.05,28.24,24.61
8229,19.02,17.43,16.49,15.28,14.08,16.19,16.88,17.79,20.05,28.24,24.61,24.12
8230,17.43,16.49,15.28,14.08,16.19,16.88,17.79,20.05,28.24,24.61,24.12,24.79
8231,16.49,15.28,14.08,16.19,16.88,17.79,20.05,28.24,24.61,24.12,24.79,25.95
8232,15.28,14.08,16.19,16.88,17.79,20.05,28.24,24.61,24.12,24.79,25.95,23.6
8233,14.08,16.19,16.88,17.79,20.05,28.24,24.61,24.12,24.79,25.95,23.6,22.78
8234,16.19,16.88,17.79,20.05,28.24,24.61,24.12,24.79,25.95,23.6,22.78,21.13
8235,16.88,17.79,20.05,28.24,24.61,24.12,24.79,25.95,23.6,22.78,21.13,20.43
8236,17.79,20.05,28.24,24.61,24.12,24.79,25.95,23.6,22.78,21.13,20.43,21.43
8237,20.05,28.24,24.61,24.12,24.79,25.95,23.6,22.78,21.13,20.43,21.43,23.71
8238,28.24,24.61,24.12,24.79,25.95,23.6,22.78,21.13,20.43,21.43,23.71,48.37
8239,24.61,24.12,24.79,25.95,23.6,22.78,21.13,20.43,21.43,23.71,48.37,45.73
8240,24.12,24.79,25.95,23.6,22.78,21.13,20.43,21.43,23.71,48.37,45.73,38.07
8241,24.79,25.95,23.6,22.78,21.13,20.43,21.43,23.71,48.37,45.73,38.07,31.43
8242,25.95,23.6,22.78,21.13,20.43,21.43,23.71,48.37,45.73,38.07,31.43,26.04
8243,23.6,22.78,21.13,20.43,21.43,23.71,48.37,45.73,38.07,31.43,26.04,22.05
8244,22.78,21.13,20.43,21.43,23.71,48.37,45.73,38.07,31.43,26.04,22.05,19.86
8245,21.13,20.43,21.43,23.71,48.37,45.73,38.07,31.43,26.04,22.05,19.86,17.19
8246,20.43,21.43,23.71,48.37,45.73,38.07,31.43,26.04,22.05,19.86,17.19,16.17
8247,21.43,23.71,48.37,45.73,38.07,31.43,26.04,22.05,19.86,17.19,16.17,15.56
8248,23.71,48.37,45.73,38.07,31.43,26.04,22.05,19.86,17.19,16.17,15.56,15.76
8249,48.37,45.73,38.07,31.43,26.04,22.05,19.86,17.19,16.17,15.56,15.76,17.0
8250,45.73,38.07,31.43,26.04,22.05,19.86,17.19,16.17,15.56,15.76,17.0,23.05
8251,38.07,31.43,26.04,22.05,19.86,17.19,16.17,15.56,15.76,17.0,23.05,52.8
8252,31.43,26.04,22.05,19.86,17.19,16.17,15.56,15.76,17.0,23.05,52.8,46.44
8253,26.04,22.05,19.86,17.19,16.17,15.56,15.76,17.0,23.05,52.8,46.44,30.07
8254,22.05,19.86,17.19,16.17,15.56,15.76,17.0,23.05,52.8,46.44,30.07,21.85
8255,19.86,17.19,16.17,15.56,15.76,17.0,23.05,52.8,46.44,30.07,21.85,20.57
8256,17.19,16.17,15.56,15.76,17.0,23.05,52.8,46.44,30.07,21.85,20.57,18.78
8257,16.17,15.56,15.76,17.0,23.05,52.8,46.44,30.07,21.85,20.57,18.78,16.69
8258,15.56,15.76,17.0,23.05,52.8,46.44,30.07,21.85,20.57,18.78,16.69,15.49
8259,15.76,17.0,23.05,52.8,46.44,30.07,21.85,20.57,18.78,16.69,15.49,14.93
8260,17.0,23.05,52.8,46.44,30.07,21.85,20.57,18.78,16.69,15.49,14.93,14.32
8261,23.05,52.8,46.44,30.07,21.85,20.57,18.78,16.69,15.49,14.93,14.32,14.82
8262,52.8,46.44,30.07,21.85,20.57,18.78,16.69,15.49,14.93,14.32,14.82,19.94
8263,46.44,30.07,21.85,20.57,18.78,16.69,15.49,14.93,14.32,14.82,19.94,23.6
8264,30.07,21.85,20.57,18.78,16.69,15.49,14.93,14.32,14.82,19.94,23.6,20.97
8265,21.85,20.57,18.78,16.69,15.49,14.93,14.32,14.82,19.94,23.6,20.97,18.51
8266,20.57,18.78,16.69,15.49,14.93,14.32,14.82,19.94,23.6,20.97,18.51,15.76
8267,18.78,16.69,15.49,14.93,14.32,14.82,19.94,23.6,20.97,18.51,15.76,13.33
8268,16.69,15.49,14.93,14.32,14.82,19.94,23.6,20.97,18.51,15.76,13.33,14.63
8269,15.49,14.93,14.32,14.82,19.94,23.6,20.97,18.51,15.76,13.33,14.63,13.35
8270,14.93,14.32,14.82,19.94,23.6,20.97,18.51,15.76,13.33,14.63,13.35,12.97
8271,14.32,14.82,19.94,23.6,20.97,18.51,15.76,13.33,14.63,13.35,12.97,14.0
8272,14.82,19.94,23.6,20.97,18.51,15.76,13.33,14.63,13.35,12.97,14.0,13.88
8273,19.94,23.6,20.97,18.51,15.76,13.33,14.63,13.35,12.97,14.0,13.88,15.16
8274,23.6,20.97,18.51,15.76,13.33,14.63,13.35,12.97,14.0,13.88,15.16,16.34
8275,20.97,18.51,15.76,13.33,14.63,13.35,12.97,14.0,13.88,15.16,16.34,29.15
8276,18.51,15.76,13.33,14.63,13.35,12.97,14.0,13.88,15.16,16.34,29.15,22.03
8277,15.76,13.33,14.63,13.35,12.97,14.0,13.88,15.16,16.34,29.15,22.03,19.98
8278,13.33,14.63,13.35,12.97,14.0,13.88,15.16,16.34,29.15,22.03,19.98,21.8
8279,14.63,13.35,12.97,14.0,13.88,15.16,16.34,29.15,22.03,19.98,21.8,19.73
